Marion Island,PB1,PB1_1A,ACE_ITRAX_16166,10.4,10.4,10.4,0.05,24.65,785.07,273.25,310.87,0.027,6.34,1,TRUE,22729,56719,1.15,0,45,29,14,18,14,36,186,85,0,13,26,3806,86,230,127,0,0,0,1904,144,206,0,959,0,0,0,12,110,164,0,41534,6103,22,47637,6.805505489,0.146939857,3.71,5.33,143.67
Marion Island,PB1,PB1_1A,ACE_ITRAX_16167,10.5,10.5,10.5,0.05,28.24,790.51,276.47,314.58,0.027,6.33,1,TRUE,23285,57193,1.15,0,0,8,13,10,4,24,146,43,4,27,0,3273,40,201,201,0,0,9,2021,126,351,0,952,0,0,0,0,144,0,0,42319,6513,84,48832,6.497620144,0.153902502,3.71,4.51,121.7
Marion Island,PB1,PB1_1A,ACE_ITRAX_16168,10.6,10.6,10.6,0.05,31.65,795.09,280.8,318.28,0.027,6.32,1,TRUE,23831,58253,1.22,0,11,0,0,17,8,26,131,79,0,15,47,3280,64,241,117,0,0,24,1834,0,186,0,1078,0,0,0,0,33,0,0,43893,6347,0,50240,6.915550654,0.144601645,3.7,4,107.97
Marion Island,PB1,PB1_1A,ACE_ITRAX_16169,10.7,10.7,10.7,0.05,34.2,798.97,284.9,321.99,0.027,6.31,1,TRUE,23775,58038,1.25,0,21,17,0,21,11,48,107,71,0,30,45,3099,38,264,226,0,0,121,1910,0,202,0,1093,0,0,0,0,117,44,0,43357,6300,64,49657,6.882063492,0.145305256,3.71,3.22,86.66
Marion Island,PB1,PB1_1A,ACE_ITRAX_16170,10.8,10.8,10.8,0.05,36.59,801.18,288.52,325.7,0.027,6.32,1,TRUE,23268,56480,1.27,0,18,9,0,5,25,21,131,74,7,44,46,3105,190,234,150,0,0,0,1704,0,198,0,1098,0,0,0,0,62,0,0,42433,6190,48,48623,6.855088853,0.14587703,3.71,2.3,61.99
Marion Island,PB1,PB1_1A,ACE_ITRAX_16171,10.9,10.9,10.9,0.05,39,803.43,291.47,329.41,0.027,6.33,1,TRUE,23367,58288,1.26,0,0,19,7,28,0,33,109,60,0,0,14,2754,19,197,76,0,0,7,1796,24,374,0,1122,0,0,0,0,241,148,0,44072,6290,0,50362,7.006677266,0.142721002,3.71,2.33,62.8
Marion Island,PB1,PB1_1A,ACE_ITRAX_16172,11,11,11,0.05,41.77,807.95,295,333.12,0.027,6.34,1,TRUE,23443,56628,1.27,33,47,29,0,16,12,19,92,56,0,34,16,2848,141,234,68,24,0,38,1765,18,226,0,716,0,0,0,0,46,121,0,42811,6234,47,49045,6.867340391,0.145616781,3.71,3.65,98.25
Marion Island,PB1,PB1_1A,ACE_ITRAX_16173,11.1,11.1,11.1,0.05,43.22,811.2,298.96,336.83,0.027,6.36,1,TRUE,23301,56313,1.31,0,0,0,13,5,17,58,133,32,4,0,16,2846,135,230,108,0,0,29,1688,0,0,0,884,0,0,0,10,14,0,0,43021,6294,39,49315,6.835239911,0.146300644,3.71,2.35,63.34
Marion Island,PB1,PB1_1A,ACE_ITRAX_16174,11.2,11.2,11.2,0.05,45.39,814.44,303.27,340.53,0.027,6.38,1,TRUE,23398,58446,1.23,4,19,7,29,49,24,31,121,60,19,27,53,3368,129,222,211,0,0,123,1695,0,352,0,988,11,0,0,4,148,131,142,43221,6438,0,49659,6.713420317,0.148955369,3.7,2.71,73.11
Marion Island,PB1,PB1_1A,ACE_ITRAX_16175,11.3,11.3,11.3,0.05,48.12,818.07,306.91,344.24,0.027,6.4,1,TRUE,23694,57695,1.28,0,32,12,9,28,19,21,145,72,0,28,76,3386,135,155,107,0,0,28,1676,0,257,0,853,10,0,0,0,124,189,62,43255,6194,0,49449,6.983371004,0.143197318,3.71,3.18,85.71
Marion Island,PB1,PB1_1A,ACE_ITRAX_16176,11.4,11.4,11.4,0.05,50.25,824.74,311.38,347.95,0.027,6.41,1,TRUE,22575,54399,1.47,37,49,16,33,10,45,25,106,60,0,5,40,2073,99,160,172,0,0,175,1459,119,135,0,970,0,0,0,0,113,97,0,41575,6046,58,47621,6.876447238,0.145423933,3.71,4.4,118.6
Marion Island,PB1,PB1_1A,ACE_ITRAX_16177,11.5,11.5,11.5,0.05,52.38,831.65,315.88,351.66,0.027,6.41,1,TRUE,22217,54102,1.38,0,0,0,41,38,25,38,114,53,0,17,60,2463,55,208,107,0,33,34,1516,0,85,0,1018,8,0,0,13,0,0,33,41047,6349,150,47396,6.465112616,0.154676347,3.71,4.52,121.83
Marion Island,PB1,PB1_1A,ACE_ITRAX_16178,11.6,11.6,11.6,0.05,55.6,837.5,319.53,355.37,0.027,6.38,1,TRUE,22430,54388,1.15,31,12,0,20,8,14,0,79,60,7,0,32,2627,87,190,115,0,0,0,1678,46,13,0,1032,0,0,0,0,92,0,0,41445,5989,66,47434,6.92018701,0.144504765,3.71,4.54,122.24
Marion Island,PB1,PB1_1A,ACE_ITRAX_16179,11.7,11.7,11.7,0.05,58.3,842.67,323.13,359.07,0.027,6.42,1,TRUE,21988,53521,1.42,27,0,11,7,26,24,29,103,78,14,0,14,2811,175,246,127,0,0,71,1789,0,143,0,694,0,0,0,0,123,145,0,40154,6003,0,46157,6.688988839,0.149499427,3.7,3.93,106.35
Marion Island,PB1,PB1_1A,ACE_ITRAX_16180,11.8,11.8,11.8,0.05,60.6,851.7,327.76,362.78,0.027,6.41,1,TRUE,22104,53975,1.36,0,8,0,24,34,35,25,104,41,0,37,24,3366,130,213,115,0,103,99,1806,46,160,0,983,0,0,0,13,27,133,0,39849,5900,36,45749,6.754067797,0.148058922,3.71,5.67,152.7
Marion Island,PB1,PB1_1A,ACE_ITRAX_16181,11.9,11.9,11.9,0.05,62.07,857.23,332.24,366.49,0.027,6.4,1,TRUE,22026,54890,1.35,0,19,0,12,0,26,36,152,84,17,15,26,3727,125,222,162,0,150,49,1955,0,0,0,755,0,0,0,0,0,137,76,40240,6126,136,46366,6.568723474,0.152236581,3.71,3.5,94.34
Marion Island,PB1,PB1_1A,ACE_ITRAX_16182,12,12,12,0.05,63.05,863.64,336.61,370.2,0.027,6.39,1,TRUE,22044,54661,1.38,5,0,11,11,21,29,37,172,82,0,26,35,3905,16,202,77,0,0,0,1892,0,132,0,1075,0,0,0,0,0,19,0,39990,6173,58,46163,6.478211566,0.154363591,3.71,3.69,99.6
Marion Island,PB1,PB1_1A,ACE_ITRAX_16183,12.1,12.1,12.1,0.05,64.8,869.25,340.56,373.91,0.027,6.39,1,TRUE,22762,56934,1.32,0,18,8,7,19,32,35,132,99,0,27,59,4325,103,239,73,0,0,108,2153,0,205,0,806,0,0,0,0,8,0,0,41436,6273,189,47709,6.605451937,0.151390096,3.71,3.68,99.19
Marion Island,PB1,PB1_1A,ACE_ITRAX_16184,12.2,12.2,12.2,0.05,66.3,875.72,344.19,377.61,0.027,6.38,1,TRUE,23298,58800,1.35,0,0,15,30,22,17,27,169,142,15,5,21,5346,86,147,205,0,0,0,2061,0,302,0,698,0,0,0,0,182,90,0,42065,6500,53,48565,6.471538462,0.154522762,3.7,3.99,107.7
Marion Island,PB1,PB1_1A,ACE_ITRAX_16185,12.3,12.3,12.3,0.05,69.14,882.88,348.23,381.32,0.027,6.38,1,TRUE,23507,57776,1.28,22,29,0,17,18,16,19,107,96,0,19,19,3873,4,250,132,0,0,54,1988,0,218,0,839,0,0,0,0,114,0,0,42861,6376,0,49237,6.722239649,0.148759945,3.71,5,134.77
Marion Island,PB1,PB1_1A,ACE_ITRAX_16186,12.4,12.4,12.4,0.05,70.35,887.15,352.47,385.03,0.027,6.38,1,TRUE,23607,57795,1.41,0,0,0,9,21,0,0,139,71,0,16,14,3907,42,200,91,0,0,15,2086,0,112,0,911,0,0,0,0,89,99,0,42698,6451,21,49149,6.618818788,0.15108436,3.71,2.74,73.85
Marion Island,PB1,PB1_1A,ACE_ITRAX_16187,12.5,12.5,12.5,0.05,71.18,892.65,357.54,388.74,0.027,6.38,1,TRUE,23237,55718,1.32,5,19,9,26,10,25,22,123,63,0,22,13,3207,91,202,105,0,0,89,1784,0,51,0,945,0,0,0,9,0,101,0,41967,6045,7,48012,6.942431762,0.144041747,3.71,3.17,85.31
Marion Island,PB1,PB1_1A,ACE_ITRAX_16188,12.6,12.6,12.6,0.05,72.56,899.93,360.2,392.45,0.027,6.38,1,TRUE,23062,55307,1.28,0,0,0,11,12,25,6,111,79,0,0,18,3183,141,297,174,0,0,19,1472,0,0,0,882,0,0,0,0,61,0,0,41680,6265,132,47945,6.6528332,0.1503119,3.71,4.33,116.71
Marion Island,PB1,PB1_1A,ACE_ITRAX_16189,12.7,12.7,12.7,0.05,74.43,904.5,363.72,396.15,0.027,6.38,1,TRUE,23101,54956,1.38,0,23,0,15,7,43,25,141,31,0,0,9,2777,81,203,47,0,0,67,1583,0,181,0,618,0,0,0,0,144,111,0,41742,6176,45,47918,6.758743523,0.147956495,3.7,3.22,87.03
Marion Island,PB1,PB1_1A,ACE_ITRAX_16190,12.8,12.8,12.8,0.05,74.96,909.86,367.82,399.86,0.027,6.38,1,TRUE,23069,55296,1.23,19,18,0,15,9,53,28,135,57,0,0,37,2863,16,187,56,0,0,83,1619,0,252,0,848,0,0,0,0,67,0,0,41886,6301,80,48187,6.647516267,0.150432125,3.71,2.95,79.38
Marion Island,PB1,PB1_1A,ACE_ITRAX_16191,12.9,12.9,12.9,0.05,76.68,916,371.95,403.57,0.027,6.38,1,TRUE,23144,56553,1.37,0,0,0,0,0,19,42,126,83,0,21,24,3166,65,150,75,0,0,85,1868,0,171,0,925,0,0,0,0,137,0,0,42562,6230,100,48792,6.831781701,0.1463747,3.71,3.93,105.93
Marion Island,PB1,PB1_1A,ACE_ITRAX_16192,13,13,13,0.05,78.77,921.47,375.97,407.28,0.027,6.38,1,TRUE,23536,58105,1.3,8,33,35,14,32,23,39,121,59,9,24,18,3484,48,213,82,0,0,15,2041,0,246,0,1006,0,5,0,4,67,65,0,43342,6379,144,49721,6.794481894,0.147178257,3.71,3.78,101.89
Marion Island,PB1,PB1_1A,ACE_ITRAX_16193,13.1,13.1,13.1,0.05,80.2,928.72,379.8,410.99,0.027,6.38,1,TRUE,23189,56284,1.25,0,0,0,16,0,10,15,117,62,6,21,35,3088,33,227,135,0,0,0,1689,0,173,0,924,0,0,0,0,91,210,0,42536,6175,0,48711,6.888421053,0.145171149,3.71,4.34,116.98
Marion Island,PB1,PB1_1A,ACE_ITRAX_16194,13.2,13.2,13.2,0.05,81.95,937.38,382.8,414.69,0.027,6.39,1,TRUE,22954,55677,1.46,36,45,30,21,36,27,10,88,75,0,12,19,2843,0,216,106,0,0,16,1598,13,141,0,988,11,10,0,0,137,0,0,42253,6155,74,48408,6.864825345,0.14567013,3.7,5.2,140.68
Marion Island,PB1,PB1_1A,ACE_ITRAX_16195,13.3,13.3,13.3,0.05,83.17,944.12,386.79,418.4,0.027,6.4,1,TRUE,22472,54981,1.28,12,35,0,4,19,16,11,121,93,31,10,16,2753,125,184,76,0,0,87,1463,0,215,19,836,0,0,0,0,28,92,15,41855,6103,0,47958,6.858102573,0.145812926,3.71,3.98,107.28
Marion Island,PB1,PB1_1A,ACE_ITRAX_16196,13.4,13.4,13.4,0.05,84.73,949.21,390.01,422.11,0.027,6.4,1,TRUE,21036,50990,1.64,0,0,0,0,7,25,23,114,51,0,0,56,2425,23,212,89,0,0,0,1549,0,58,0,981,14,17,0,19,209,74,0,38535,5814,0,44349,6.627966976,0.150875827,3.71,3.33,89.62
Marion Island,PB1,PB1_1A,ACE_ITRAX_16197,13.5,13.5,13.5,0.05,85.92,952.34,393.15,425.82,0.027,6.39,1,TRUE,20815,50646,1.2,34,35,25,20,19,22,26,140,56,0,14,0,2778,99,206,91,0,0,78,1386,47,70,0,768,0,0,0,0,203,101,0,38032,5567,0,43599,6.831686725,0.146376735,3.71,2.16,58.22
Marion Island,PB1,PB1_1A,ACE_ITRAX_16198,13.6,13.6,13.6,0.05,86.27,956.5,397.44,429.53,0.027,6.39,1,TRUE,21169,51569,1.3,0,26,0,29,19,16,18,119,14,0,16,38,2957,50,217,116,0,0,64,1473,0,57,0,923,10,0,0,19,46,0,0,38929,5668,133,44597,6.868207481,0.145598397,3.71,2.25,60.78
Marion Island,PB1,PB1_1A,ACE_ITRAX_16199,13.7,13.7,13.7,0.05,87.01,961.01,401.87,433.23,0.027,6.4,1,TRUE,21197,51575,1.32,0,14,7,0,14,19,7,101,60,0,37,36,2133,47,203,196,14,0,0,1399,8,66,0,871,0,0,0,0,113,0,0,39788,5797,0,45585,6.863550112,0.145697195,3.7,2.63,70.95
Marion Island,PB1,PB1_1A,ACE_ITRAX_16200,13.8,13.8,13.8,0.05,88.04,969.43,404.77,436.94,0.027,6.41,1,TRUE,21734,52931,1.18,30,18,10,19,12,8,7,70,16,0,0,21,1754,102,238,64,0,0,130,1613,0,106,0,913,0,0,0,11,19,16,16,40733,6183,131,46916,6.587902313,0.151793386,3.71,4.72,127.36
Marion Island,PB1,PB1_1A,ACE_ITRAX_16201,13.9,13.9,13.9,0.05,89.02,972.73,408.25,440.65,0.027,6.42,1,TRUE,22314,53547,1.54,15,51,0,23,7,15,25,97,79,0,0,39,1834,92,249,21,0,39,0,1518,0,48,0,860,0,0,0,0,0,78,0,41480,6130,152,47610,6.766721044,0.147782064,3.71,2.14,57.68
Marion Island,PB1,PB1_1A,ACE_ITRAX_16202,14,14,14,0.05,90.66,978.91,411.02,444.36,0.027,6.44,1,TRUE,22447,54639,1.38,0,21,5,0,7,23,10,98,44,0,0,50,2129,102,229,103,0,0,39,1518,0,47,0,719,0,0,0,0,147,209,0,42129,6275,0,48404,6.713784861,0.148947281,3.71,3.91,105.39
Marion Island,PB1,PB1_1A,ACE_ITRAX_16203,14.1,14.1,14.1,0.05,92.08,988.39,414.42,448.07,0.027,6.48,1,TRUE,22560,54961,1.23,0,21,25,20,25,26,9,79,20,0,22,23,2018,131,187,92,0,0,122,1544,0,180,81,854,8,0,0,8,31,0,25,42038,6525,89,48563,6.442605364,0.155216709,3.71,5.45,146.9
Marion Island,PB1,PB1_1A,ACE_ITRAX_16204,14.2,14.2,14.2,0.05,93.28,995.79,417.38,451.78,0.027,6.5,1,TRUE,22582,54710,1.37,0,0,0,0,12,9,0,61,78,0,0,25,2331,63,229,270,20,0,0,1408,0,41,0,1066,11,0,0,0,0,0,0,42040,6284,190,48324,6.690006365,0.149476689,3.71,4.3,115.9
Marion Island,PB1,PB1_1A,ACE_ITRAX_16205,14.3,14.3,14.3,0.05,95.47,1002.19,421.09,455.48,0.027,6.52,1,TRUE,22651,54301,1.46,14,14,5,8,15,23,19,98,92,0,43,33,2223,54,179,95,0,0,0,1422,0,50,0,1106,13,0,0,0,204,59,0,41823,6117,23,47940,6.837175086,0.146259235,3.7,4.3,116.08
Marion Island,PB1,PB1_1A,ACE_ITRAX_16206,14.4,14.4,14.4,0.05,96.92,1006.41,424.88,459.19,0.027,6.54,1,TRUE,22431,54059,1.34,27,38,31,25,18,24,8,94,80,0,31,22,2257,55,208,134,0,0,0,1678,0,128,0,932,0,0,0,0,103,0,0,41367,6138,17,47505,6.739491691,0.148379143,3.71,2.83,76.42
Marion Island,PB1,PB1_1A,ACE_ITRAX_16207,14.5,14.5,14.5,0.05,98.69,1014.74,427.91,462.9,0.027,6.55,1,TRUE,22334,54238,1.29,0,0,0,4,18,15,6,90,69,0,0,20,2621,161,193,102,0,0,65,1573,0,132,0,896,0,0,0,0,29,20,0,41377,6161,115,47538,6.715955202,0.148899147,3.71,5.05,136.12
Marion Island,PB1,PB1_1A,ACE_ITRAX_16208,14.6,14.6,14.6,0.05,100.67,1027.47,432.04,466.61,0.027,6.56,1,TRUE,21774,52905,1.33,33,10,0,22,11,7,6,79,86,0,7,0,2568,0,174,74,0,50,18,1336,0,139,0,1050,8,0,0,0,0,0,0,40789,5863,32,46652,6.957018591,0.143739734,3.71,7.36,198.25
Marion Island,PB1,PB1_1A,ACE_ITRAX_16209,14.7,14.7,14.7,0.05,101.63,1034.75,435.49,470.32,0.027,6.57,1,TRUE,21978,55008,1.31,28,9,8,26,0,22,0,69,73,0,7,31,3849,118,183,100,18,0,133,1465,78,85,0,806,10,0,0,0,171,29,0,40892,6130,140,47022,6.670799347,0.149907072,3.71,4.12,111.05
Marion Island,PB1,PB1_1A,ACE_ITRAX_16210,14.8,14.8,14.8,0.05,102.6,1044.31,439.08,474.02,0.027,6.57,1,TRUE,22516,58646,1.45,23,6,5,18,0,0,0,67,87,0,0,9,7804,31,173,82,0,0,40,1667,0,182,0,914,0,0,0,0,0,106,10,40774,5894,87,46668,6.917882592,0.144552901,3.7,5.26,142.3
Marion Island,PB1,PB1_1A,ACE_ITRAX_16211,14.9,14.9,14.9,0.05,103.29,1054.06,443.05,477.73,0.027,6.58,1,TRUE,21735,53388,1.21,0,21,0,0,7,7,0,111,66,0,28,23,2227,14,322,100,0,0,0,1573,0,0,0,1011,0,0,0,0,219,0,47,40691,6082,78,46773,6.690397895,0.149467941,3.71,5.22,140.7
Marion Island,PB1,PB1_1A,ACE_ITRAX_16212,15,15,15,0.05,104.34,1063.11,447.14,481.44,0.027,6.58,1,TRUE,21734,53635,1.19,0,32,0,21,18,28,13,123,131,0,25,0,2368,67,208,121,5,0,88,1573,0,83,0,928,0,0,0,0,101,45,0,40836,5977,62,46813,6.832190062,0.146365952,3.71,5.05,136.12
Marion Island,PB1,PB1_1A,ACE_ITRAX_16213,15.1,15.1,15.1,0.05,108.29,1065.74,450.34,485.06,0.0276,6.6,1,TRUE,21818,54187,1.34,0,0,0,0,21,14,27,114,105,0,56,36,2661,61,257,164,21,0,22,1462,0,184,0,1013,0,0,9,0,49,175,0,41157,5866,24,47023,7.016195022,0.142527395,3.62,3.29,90.88
Marion Island,PB1,PB1_1A,ACE_ITRAX_16214,15.2,15.2,15.2,0.05,111.97,1067.93,454.15,488.69,0.0275,6.59,1,TRUE,22240,54518,1.24,0,54,8,27,24,0,16,89,62,0,17,15,3076,111,222,6,0,0,28,1611,0,157,0,854,0,0,0,10,85,48,0,41040,6227,0,47267,6.590653605,0.151730019,3.63,2.94,80.85
Marion Island,PB1,PB1_1A,ACE_ITRAX_16215,15.3,15.3,15.3,0.05,116.44,1072.23,458.57,492.31,0.0276,6.6,1,TRUE,22050,54094,1.24,0,5,0,26,14,9,13,128,87,0,0,41,2701,53,186,49,0,0,105,1426,0,167,14,987,0,0,0,0,177,56,0,41173,5999,0,47172,6.863310552,0.145702281,3.62,4.38,121.13
Marion Island,PB1,PB1_1A,ACE_ITRAX_16216,15.4,15.4,15.4,0.05,123.19,1074.29,462.28,495.93,0.0276,6.59,1,TRUE,22106,55019,1.23,22,30,20,22,15,21,8,122,80,0,0,41,2643,85,211,113,0,0,145,1413,164,205,0,959,0,0,0,0,240,149,0,41484,6089,24,47573,6.81294137,0.146779481,3.62,4.4,121.69
Marion Island,PB1,PB1_1A,ACE_ITRAX_16217,15.5,15.5,15.5,0.05,127.05,1076.68,465.59,499.56,0.0275,6.58,1,TRUE,22885,56084,1.29,0,23,0,7,28,6,0,98,58,0,0,0,2862,98,218,95,0,0,0,1345,40,203,0,870,0,0,0,0,54,145,0,42924,6193,134,49117,6.931051187,0.144278259,3.63,3.13,86.09
Marion Island,PB1,PB1_1A,ACE_ITRAX_16218,15.6,15.6,15.6,0.05,129.98,1079.97,470.01,503.18,0.0276,6.57,1,TRUE,23247,56229,1.26,0,0,0,11,11,5,26,125,113,0,0,48,2564,36,203,158,0,0,0,1433,0,176,0,992,0,0,0,0,5,112,37,43113,6381,70,49494,6.756464504,0.148006402,3.62,3.11,85.91
Marion Island,PB1,PB1_1A,ACE_ITRAX_16219,15.7,15.7,15.7,0.05,133.98,1083.04,473.22,506.8,0.0276,6.57,1,TRUE,22384,53351,1.27,0,0,6,32,16,29,20,109,50,8,39,46,1922,40,228,33,0,0,170,1350,146,79,0,884,0,8,0,12,84,42,0,41193,5972,48,47165,6.897689216,0.144976088,3.62,3.53,97.65
Marion Island,PB1,PB1_1A,ACE_ITRAX_16220,15.8,15.8,15.8,0.05,136.53,1087.63,476.66,510.43,0.0275,6.55,1,TRUE,22440,53777,1.39,24,36,5,12,22,35,19,116,99,7,0,29,1816,39,191,54,0,0,10,1357,0,149,0,887,0,0,0,0,0,31,0,41924,6164,0,48088,6.801427644,0.147027955,3.63,3.57,98.35
Marion Island,PB1,PB1_1A,ACE_ITRAX_16221,15.9,15.9,15.9,0.05,140.54,1091.49,481.22,514.05,0.0276,6.52,1,TRUE,22779,54522,1.29,0,7,0,22,11,20,17,117,95,0,0,57,1936,37,204,54,0,0,86,1262,0,60,0,1036,0,0,0,0,46,32,0,42651,6090,55,48741,7.003448276,0.142786805,3.62,3.93,108.7
Marion Island,PB1,PB1_1A,ACE_ITRAX_16222,16,16,16,0.05,144.58,1096.92,484.58,517.67,0.0276,6.5,1,TRUE,22840,55595,1.38,0,34,9,17,30,25,30,102,52,0,34,8,1927,56,222,56,0,0,0,1409,103,88,0,1064,0,0,0,0,32,145,0,42811,6563,0,49374,6.523083956,0.153301722,3.62,4.74,130.8
Marion Island,PB1,PB1_1A,ACE_ITRAX_16223,16.1,16.1,16.1,0.05,147.5,1098.95,488.28,521.3,0.0275,6.49,1,TRUE,22530,54836,1.25,11,22,0,24,19,27,12,126,84,0,17,28,2263,110,239,83,0,0,76,1617,0,151,0,775,6,0,9,0,156,125,9,41798,6197,0,47995,6.744876553,0.148260682,3.63,2.47,68.18
Marion Island,PB1,PB1_1A,ACE_ITRAX_16224,16.2,16.2,16.2,0.05,148.91,1100.87,491.36,524.92,0.0276,6.48,1,TRUE,22225,55486,1.25,17,19,15,24,27,27,18,134,130,0,9,20,2901,105,212,49,0,0,70,1584,37,170,124,1036,0,0,0,0,154,46,0,41478,6151,148,47629,6.743293773,0.148295482,3.62,1.66,45.99
Marion Island,PB1,PB1_1A,ACE_ITRAX_16225,16.3,16.3,16.3,0.05,152.17,1107.04,494.85,528.55,0.0275,6.47,1,TRUE,22443,57362,1.4,0,4,6,28,11,12,36,133,107,7,0,14,5713,0,204,87,0,0,0,1702,115,123,0,927,0,0,0,5,285,177,0,41031,5930,0,46961,6.919224283,0.144524871,3.63,4.72,129.89
Marion Island,PB1,PB1_1A,ACE_ITRAX_16226,16.4,16.4,16.4,0.05,154.25,1110.96,499.01,532.17,0.0276,6.46,1,TRUE,22461,60555,1.42,0,7,0,0,9,10,13,125,157,20,0,25,8203,140,220,108,0,0,155,1728,0,53,0,1056,0,0,0,0,118,28,46,41146,6428,78,47574,6.401057872,0.156224177,3.62,3,82.87
Marion Island,PB1,PB1_1A,ACE_ITRAX_16227,16.5,16.5,16.5,0.05,155.43,1118.21,503.22,535.79,0.0276,6.47,1,TRUE,22425,62410,1.28,16,15,0,30,34,6,11,145,161,15,14,33,10754,141,225,93,0,0,25,1641,11,160,0,952,0,0,0,0,156,110,17,40743,6217,0,46960,6.553482387,0.152590629,3.62,4.22,116.44
Marion Island,PB1,PB1_1A,ACE_ITRAX_16228,16.6,16.6,16.6,0.05,156.95,1123.04,506.34,539.42,0.0275,6.47,1,TRUE,22613,60595,1.49,0,0,0,22,31,36,21,139,121,0,33,14,9220,108,207,93,0,0,0,1508,68,223,0,768,11,0,14,0,128,30,0,40888,6033,11,46921,6.777391016,0.147549403,3.63,3.17,87.47
Marion Island,PB1,PB1_1A,ACE_ITRAX_16229,16.7,16.7,16.7,0.05,159.62,1127.75,510.56,543.04,0.0276,6.46,1,TRUE,22000,55539,1.21,0,0,0,0,52,24,13,118,84,12,12,22,4193,9,183,93,0,0,0,1568,0,81,0,933,0,0,0,13,102,0,0,41290,6027,127,47317,6.850837896,0.145967547,3.62,3.69,101.93
Marion Island,PB1,PB1_1A,ACE_ITRAX_16230,16.8,16.8,16.8,0.05,160.3,1133.91,514.09,546.66,0.0276,6.46,1,TRUE,22394,57137,1.45,0,0,0,0,15,7,29,166,171,0,46,5,4578,95,260,87,0,0,0,1435,57,29,0,955,6,0,0,15,150,110,68,41907,6117,0,48024,6.850907308,0.145966068,3.62,3.42,94.48
Marion Island,PB1,PB1_1A,ACE_ITRAX_16231,16.9,16.9,16.9,0.05,163.57,1138.25,518.42,550.29,0.0275,6.45,1,TRUE,22653,56679,1.37,0,7,22,6,18,42,47,170,124,7,33,48,4361,14,236,80,0,0,121,1596,20,95,0,703,0,0,0,0,122,0,0,42023,6086,32,48109,6.904863621,0.144825453,3.63,3.8,104.82
Marion Island,PB1,PB1_1A,ACE_ITRAX_16232,17,17,17,0.05,166.14,1142.4,522.22,553.91,0.0276,6.43,1,TRUE,22467,56634,1.39,19,32,19,11,35,9,34,143,132,0,10,0,4417,71,246,99,7,0,160,1476,62,127,0,1009,7,0,0,0,99,0,0,41855,5898,136,47753,7.096473381,0.140915064,3.62,3.36,92.82
Marion Island,PB1,PB1_1A,ACE_ITRAX_16233,17.1,17.1,17.1,0.05,168,1145.06,526.2,557.53,0.0276,6.43,1,TRUE,22157,55166,1.31,0,18,0,8,30,7,20,96,113,21,0,31,4084,47,157,54,0,0,0,1572,0,29,0,1019,0,0,0,0,113,113,0,40846,6030,0,46876,6.773797678,0.147627675,3.62,2.26,62.43
Marion Island,PB1,PB1_1A,ACE_ITRAX_16234,17.2,17.2,17.2,0.05,169.94,1148.74,529.15,561.16,0.0275,6.41,1,TRUE,21821,55241,1.35,0,17,19,24,32,0,9,130,96,9,12,6,4398,0,175,150,8,0,166,1333,30,175,0,955,0,0,0,0,95,86,0,40578,6042,0,46620,6.715988083,0.148898418,3.63,2.81,77.41
Marion Island,PB1,PB1_1A,ACE_ITRAX_16235,17.3,17.3,17.3,0.05,172.67,1152.15,532.19,564.78,0.0276,6.39,1,TRUE,21668,54792,1.25,0,8,0,22,18,17,15,123,120,11,0,14,3969,13,250,60,0,0,0,1458,0,41,0,974,0,0,0,0,97,18,0,40918,6000,0,46918,6.819666667,0.146634733,3.62,3.07,84.81
Marion Island,PB1,PB1_1A,ACE_ITRAX_16236,17.4,17.4,17.4,0.05,174.77,1156.22,536.05,568.4,0.0276,6.39,1,TRUE,22200,54559,1.47,0,0,4,0,0,12,12,79,91,18,0,21,2491,32,216,139,0,0,24,1402,18,52,0,861,8,0,0,0,101,37,0,42150,6128,0,48278,6.878263708,0.145385528,3.62,3.08,85.22
Marion Island,PB1,PB1_1A,ACE_ITRAX_16237,17.5,17.5,17.5,0.05,176.21,1159.97,539.19,572.03,0.0275,6.41,1,TRUE,23467,58184,1.39,0,6,0,16,0,0,14,112,171,0,6,29,4171,43,222,156,0,70,196,1711,92,30,0,939,0,0,0,0,0,28,0,43183,6192,118,49375,6.973998708,0.14338976,3.63,2.6,71.49
Marion Island,PB1,PB1_1A,ACE_ITRAX_16238,17.6,17.6,17.6,0.05,178.6,1162.55,542.05,575.65,0.0276,6.43,1,TRUE,23452,59469,1.27,0,22,0,6,34,20,21,119,118,0,24,26,5203,121,269,94,0,0,43,1770,0,73,0,830,0,0,0,5,233,65,0,43070,6397,0,49467,6.73284352,0.148525656,3.62,2.48,68.65
Marion Island,PB1,PB1_1A,ACE_ITRAX_16239,17.7,17.7,17.7,0.05,182.84,1169.18,545.83,579.27,0.0276,6.45,1,TRUE,22677,58650,1.31,0,35,20,33,17,29,27,148,171,0,36,45,5081,38,194,158,0,0,77,1671,112,139,0,976,0,0,0,0,17,0,11,42469,6335,0,48804,6.703867403,0.149167628,3.62,5.44,150.14
Marion Island,PB1,PB1_1A,ACE_ITRAX_16240,17.8,17.8,17.8,0.05,184.35,1173.54,549.85,582.9,0.0275,6.47,1,TRUE,22473,56980,1.24,0,48,17,0,0,22,35,106,110,0,0,26,4852,6,258,134,0,0,0,1554,0,0,0,1043,0,4,0,5,91,98,56,41725,6076,0,47801,6.867182357,0.145620132,3.63,2.93,80.85
